iter	Passed	Remaining
308	632	1413
309	634	1411
310	635	1408
311	637	1405
312	639	1402
313	640	1400
314	642	1397
315	643	1393
316	645	1391
317	647	1389
318	649	1387
319	651	1384
320	654	1384
321	657	1383
322	659	1382
323	661	1379
324	663	1377
325	665	1375
326	667	1374
327	670	1373
328	673	1373
329	675	1370
330	677	1369
331	679	1367
332	681	1364
333	684	1364
334	687	1365
335	689	1363
336	693	1364
337	695	1362
338	702	1370
339	705	1370
340	710	1372
341	716	1377
342	721	1381
343	724	1382
344	727	1380
345	728	1377
346	732	1377
347	734	1375
348	735	1372
349	737	1369
350	738	1366
351	744	1370
352	746	1367
353	747	1364
354	749	1361
355	750	1358
356	752	1355
357	754	1353
358	757	1352
359	759	1350
360	760	1347
361	762	1343
362	764	1340
363	765	1337
364	767	1334
365	768	1331
366	771	1331
367	773	1328
368	775	1325
369	776	1322
370	778	1319
371	779	1316
372	781	1313
373	783	1310
374	784	1308
375	786	1305
376	788	1302
377	789	1299
378	791	1296
379	792	1293
380	793	1289
381	795	1287
382	797	1284
383	798	1281
384	800	1279
385	802	1276
386	803	1273
387	805	1270
388	806	1266
389	808	1263
390	809	1261
391	811	1258
392	812	1255
393	814	1252
394	816	1250
395	817	1247
396	819	1244
397	820	1241
398	822	1238
399	823	1235
400	825	1232
401	826	1230
402	828	1227
403	830	1225
404	832	1222
405	833	1219
406	835	1216
407	836	1213
408	838	1211
409	839	1208
410	841	1205
411	842	1202
412	844	1200
413	845	1197
414	847	1194
415	849	1192
416	850	1189
417	852	1186
418	853	1183
419	857	1183
420	858	1181
421	860	1179
422	862	1176
423	864	1174
424	866	1172
425	867	1169
426	869	1166
427	870	1163
428	872	1161
429	874	1158
430	875	1156
431	877	1153
432	878	1150
433	880	1147
434	881	1145
435	883	1142
436	885	1140
437	886	1137
438	888	1134
439	889	1132
440	891	1129
441	892	1127
442	894	1125
443	896	1122
444	898	1120
445	899	1117
446	901	1115
447	903	1112
448	905	1110
449	906	1108
450	907	1105
451	909	1102
452	911	1100
453	912	1097
454	915	1096
455	917	1094
456	918	1091
457	921	1090
458	922	1087
459	924	1084
460	925	1082
461	927	1079
462	929	1077
463	930	1075
464	932	1072
465	934	1070
466	935	1067
467	937	1065
468	938	1062
469	939	1059
470	941	1057
471	942	1054
472	944	1052
473	946	1049
474	948	1048
475	949	1045
476	951	1043
477	952	1040
478	954	1038
479	955	1035
480	957	1032
481	958	1030
482	960	1027
483	961	1025
484	963	1023
485	964	1020
486	966	1017
487	967	1015
488	970	1013
489	972	1011
490	974	1010
491	976	1008
492	978	1005
493	979	1003
494	981	1000
495	982	998
496	984	995
497	985	993
498	986	990
499	988	988
500	990	986
501	991	983
502	993	981
503	994	978
504	996	976
505	997	974
506	999	971
507	1000	969
508	1002	966
509	1003	964
510	1005	961
511	1007	959
512	1008	957
513	1010	955
514	1011	952
515	1013	950
516	1014	948
517	1016	945
518	1017	943
519	1019	940
520	1020	938
521	1022	936
522	1024	934
523	1025	932
524	1027	929
525	1028	927
526	1030	924
527	1031	922
528	1033	920
529	1034	917
530	1036	915
531	1038	913
532	1040	912
533	1042	909
534	1043	907
535	1045	904
536	1046	902
537	1048	900
538	1049	898
539	1051	895
540	1053	894
541	1055	891
542	1057	889
543	1058	887
544	1060	885
545	1062	883
546	1063	880
547	1065	878
548	1066	876
549	1068	874
550	1070	872
551	1071	869
552	1073	867
553	1074	865
554	1076	862
555	1077	860
556	1079	858
557	1080	855
558	1083	854
559	1084	852
560	1085	849
561	1087	847
562	1088	845
563	1090	842
564	1091	840
565	1093	838
566	1094	836
567	1097	834
568	1099	832
569	1100	830
570	1101	827
571	1103	825
572	1104	823
573	1106	821
574	1108	818
575	1109	816
576	1111	814
577	1113	813
578	1115	811
579	1117	808
580	1118	806
581	1119	804
582	1121	802
583	1123	799
584	1124	797
585	1126	795
586	1128	793
587	1129	791
588	1131	789
589	1132	787
590	1134	785
591	1135	782
592	1137	780
593	1139	778
594	1140	776
595	1142	774
596	1144	772
597	1145	770
598	1147	768
599	1148	765
600	1150	763
601	1151	761
602	1153	759
603	1154	757
604	1156	755
605	1158	753
606	1160	751
607	1161	748
608	1163	746
609	1164	744
610	1165	742
611	1167	740
612	1168	737
613	1170	735
614	1172	733
615	1174	731
616	1175	729
617	1176	727
618	1178	725
619	1179	723
620	1181	720
621	1183	718
622	1184	716
623	1186	715
624	1188	713
625	1190	711
626	1191	708
627	1193	706
628	1194	704
629	1196	702
630	1197	700
631	1199	698
632	1201	696
633	1203	694
634	1205	692
635	1206	690
636	1208	688
637	1209	686
638	1211	684
639	1212	682
640	1214	680
641	1216	678
642	1217	676
643	1219	674
644	1221	672
645	1222	670
646	1224	668
647	1227	666
648	1229	664
649	1231	663
650	1233	661
651	1235	659
652	1236	657
653	1238	655
654	1239	653
655	1241	650
656	1242	648
657	1244	646
658	1246	645
659	1248	643
660	1249	641
661	1251	638
662	1253	637
663	1254	634
664	1256	632
665	1258	630
666	1259	629
667	1261	627
668	1263	625
669	1265	623
670	1266	621
671	1268	619
672	1269	616
673	1271	614
674	1272	612
675	1274	610
676	1276	609
677	1278	607
678	1280	605
679	1281	603
680	1283	601
681	1285	599
682	1286	597
683	1288	595
684	1290	593
685	1292	591
686	1294	589
687	1296	587
688	1297	585
689	1299	583
690	1301	581
691	1302	579
692	1304	577
693	1306	575
694	1307	574
695	1309	571
696	1310	569
697	1312	567
698	1314	565
699	1315	563
700	1317	561
701	1318	559
702	1320	557
703	1322	556
704	1324	554
705	1324	551
706	1326	549
707	1328	547
708	1329	545
709	1331	543
710	1332	541
711	1335	540
712	1336	538
713	1338	536
714	1340	534
715	1341	532
716	1343	530
717	1344	528
718	1346	526
719	1348	524
720	1350	522
721	1352	520
722	1353	518
723	1355	516
724	1357	514
725	1359	512
726	1360	510
727	1362	508
728	1363	507
729	1366	505
730	1367	503
731	1369	501
732	1370	499
733	1372	497
734	1374	495
735	1375	493
736	1377	491
737	1379	489
738	1381	487
739	1382	485
740	1384	484
741	1386	482
742	1388	480
743	1389	478
744	1391	476
745	1393	474
746	1397	473
747	1399	471
748	1400	469
749	1402	467
750	1404	465
751	1405	463
752	1407	461
753	1409	459
754	1411	458
755	1413	456
756	1415	454
757	1416	452
758	1418	450
759	1419	448
760	1421	446
761	1422	444
762	1424	442
763	1427	440
764	1428	438
765	1431	437
766	1432	435
767	1434	433
768	1436	431
769	1438	429
770	1440	427
771	1442	425
772	1444	424
773	1446	422
774	1447	420
775	1449	418
776	1450	416
777	1452	414
778	1454	412
779	1456	410
780	1458	408
781	1459	406
782	1461	405
783	1464	403
784	1506	412
785	1508	410
786	1513	409
787	1514	407
788	1517	405
789	1558	414
790	1560	412
791	1563	410
792	1565	408
793	1569	407
794	1579	407
795	1581	405
796	1585	403
797	1609	407
798	1610	405
799	1612	403
800	1615	401
801	1617	399
802	1619	397
803	1621	395
804	1623	393
805	1624	391
806	1626	388
807	1628	386
808	1630	385
809	1632	383
810	1635	381
811	1638	379
812	1640	377
813	1643	375
814	1646	373
815	1650	372
816	1653	370
817	1654	368
818	1656	366
819	1659	364
820	1661	362
821	1662	360
822	1664	357
823	1665	355
824	1667	353
825	1668	351
826	1670	349
827	1672	347
828	1675	345
829	1676	343
830	1678	341
831	1679	339
832	1681	337
833	1683	335
834	1684	332
835	1686	330
836	1688	328
837	1690	326
838	1692	324
839	1694	322
840	1695	320
841	1697	318
842	1699	316
843	1701	314
844	1704	312
845	1706	310
846	1707	308
847	1709	306
848	1711	304
849	1712	302
850	1714	300
851	1715	298
852	1718	296
853	1720	294
854	1722	292
855	1723	289
856	1725	287
857	1726	285
858	1728	283
859	1729	281
860	1731	279
861	1734	277
862	1736	275
863	1738	273
864	1739	271
865	1741	269
866	1742	267
867	1744	265
868	1745	263
869	1747	261
870	1750	259
871	1751	257
872	1753	255
873	1754	252
874	1756	250
875	1757	248
876	1759	246
877	1761	244
878	1762	242
879	1764	240
880	1766	238
881	1767	236
882	1769	234
883	1770	232
884	1772	230
885	1774	228
886	1775	226
887	1777	224
888	1779	222
889	1781	220
890	1782	218
891	1784	216
892	1785	213
893	1787	211
894	1788	209
895	1790	207
896	1791	205
897	1794	203
898	1795	201
899	1797	199
900	1798	197
901	1800	195
902	1801	193
903	1803	191
904	1805	189
905	1807	187
906	1809	185
907	1810	183
908	1812	181
909	1813	179
910	1815	177
911	1816	175
912	1818	173
913	1819	171
914	1821	169
915	1822	167
916	1824	165
917	1825	163
918	1827	161
919	1828	158
920	1829	156
921	1831	154
922	1833	152
923	1834	150
924	1836	148
925	1837	146
926	1839	144
927	1840	142
928	1842	140
929	1843	138
930	1845	136
931	1846	134
932	1848	132
933	1849	130
934	1851	128
935	1852	126
936	1854	124
937	1855	122
938	1857	120
939	1858	118
940	1860	116
941	1861	114
942	1863	112
943	1864	110
944	1866	108
945	1868	106
946	1869	104
947	1870	102
948	1872	100
949	1874	98
950	1875	96
951	1877	94
952	1879	92
953	1880	90
954	1882	88
955	1884	86
956	1886	84
957	1888	82
958	1890	80
959	1892	78
960	1893	76
961	1895	74
962	1897	72
963	1898	70
964	1900	68
965	1901	66
966	1903	64
967	1904	62
968	1906	60
969	1908	59
970	1910	57
971	1912	55
972	1913	53
973	1915	51
974	1917	49
975	1918	47
976	1920	45
977	1922	43
978	1924	41
979	1925	39
980	1927	37
981	1929	35
982	1930	33
983	1932	31
984	1934	29
985	1937	27
986	1939	25
987	1941	23
988	1942	21
989	1944	19
990	1945	17
991	1947	15
992	1948	13
993	1950	11
994	1953	9
995	1954	7
996	1956	5
997	1957	3
998	1959	1
999	1960	0
